"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005261","monoatomic cation channel activity","7/110","324/18369",0.00336459840476337,0.0663662084594713,0.0570174081966046,"SCNN1B/P2RX1/ABCC8/CACNG2/KCNQ4/CACNG6/CNGB1",7
"GO:0004497","monooxygenase activity","4/110","103/18369",0.00341590778835514,0.0663662084594713,0.0570174081966046,"MIOX/FMO1/CYP7A1/CYP2F1",4
"GO:0099094","ligand-gated monoatomic cation channel activity","4/110","108/18369",0.00404727600587309,0.0733906049064987,0.0630522998809702,"SCNN1B/P2RX1/ABCC8/CNGB1",4
"GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","7/110","348/18369",0.00496155001796289,0.0843463503053691,0.0724647436834054,"NR4A1/FOS/FOXC1/NR4A3/NR4A2/KLF4/NKX2-1",7
"GO:0046935","1-phosphatidylinositol-3-kinase regulator activity","2/110","19/18369",0.00568557680065483,0.0909692288104774,0.0781546780028095,"SOCS1/SOCS3",2
"GO:0035014","phosphatidylinositol 3-kinase regulator activity","2/110","22/18369",0.00759127944227865,0.114712667127766,0.0985534524085298,"SOCS1/SOCS3",2
"GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","2/110","24/18369",0.00899979045360862,0.119991451849565,0.103088631232986,"ALOX12B/PTGS2",2
"GO:0070412","R-SMAD binding","2/110","24/18369",0.00899979045360862,0.119991451849565,0.103088631232986,"FOS/MEN1",2
"GO:0015276","ligand-gated monoatomic ion channel activity","4/110","140/18369",0.010012285988747,0.119991451849565,0.103088631232986,"SCNN1B/P2RX1/ABCC8/CNGB1",4
"GO:0022834","ligand-gated channel activity","4/110","140/18369",0.010012285988747,0.119991451849565,0.103088631232986,"SCNN1B/P2RX1/ABCC8/CNGB1",4
"GO:0022836","gated channel activity","6/110","308/18369",0.0105874810455499,0.119991451849565,0.103088631232986,"SCNN1B/P2RX1/ABCC8/CACNG2/CACNG6/CNGB1",6
"GO:0022839","monoatomic ion gated channel activity","6/110","308/18369",0.0105874810455499,0.119991451849565,0.103088631232986,"SCNN1B/P2RX1/ABCC8/CACNG2/CACNG6/CNGB1",6
"GO:0046906","tetrapyrrole binding","4/110","147/18369",0.0118152858352223,0.123606067199249,0.106194067021027,"CYP7A1/TCN1/PTGS2/CYP2F1",4
"GO:0099106","ion channel regulator activity","4/110","147/18369",0.0118152858352223,0.123606067199249,0.106194067021027,"FXYD3/DPP6/ABCC8/CACNG6",4
"GO:0005506","iron ion binding","4/110","152/18369",0.0132230980864792,0.133210469611939,0.114445527298183,"MIOX/ALOX12B/CYP7A1/CYP2F1",4
"GO:0004033","aldo-keto reductase (NADP) activity","2/110","30/18369",0.0138577417477866,0.134618062692784,0.115654837143182,"AKR1B10/MIOX",2
"GO:0003779","actin binding","7/110","434/18369",0.0155552345502144,0.142259916928781,0.122220207268535,"MYH11/SYNPO2L/FLNC/FAM107A/MYOZ3/TAGLN/CNN1",7
"GO:0008083","growth factor activity","4/110","160/18369",0.0156904320142038,0.142259916928781,0.122220207268535,"CLCF1/IL6/FGF14/GH2",4
"GO:0035198","miRNA binding","2/110","37/18369",0.020649366378002,0.181181537252147,0.155659060642324,"ZC3H12A/SOCS3",2
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","4/110","177/18369",0.0218477592408131,0.185705953546911,0.159546136561201,"FMO1/CYP7A1/PTGS2/CYP2F1",4
"GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","2/110","39/18369",0.0227978989208015,0.185778450066437,0.159608420722713,"CYP7A1/CYP2F1",2
"GO:0004860","protein kinase inhibitor activity","2/110","40/18369",0.0239053152659018,0.185778450066437,0.159608420722713,"SOCS1/SOCS3",2
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","2/110","40/18369",0.0239053152659018,0.185778450066437,0.159608420722713,"FMO1/CYP7A1",2
"GO:0019887","protein kinase regulator activity","4/110","184/18369",0.0247572731783945,0.187054952903425,0.160705106596596,"GPRC5A/DBF4B/SOCS1/SOCS3",4
"GO:0001046","core promoter sequence-specific DNA binding","2/110","43/18369",0.0273566051540104,0.20110801626732,0.172778558867434,"FOS/MYC",2
"GO:0019210","kinase inhibitor activity","2/110","44/18369",0.0285490757601488,0.204351279125276,0.175564953428062,"SOCS1/SOCS3",2
"GO:0048018","receptor ligand activity","7/110","497/18369",0.0298704688581028,0.20832737254882,0.178980947004017,"CLCF1/IL6/FGF14/CALCA/CXCL8/DAND5/GH2",7
"GO:0019001","guanyl nucleotide binding","6/110","404/18369",0.0346267965014898,0.229719235326957,0.197359404963562,"RND1/TUBA3E/RASD1/EEF1A2/ARL14/CNGB1",6
"GO:0032561","guanyl ribonucleotide binding","6/110","404/18369",0.0346267965014898,0.229719235326957,0.197359404963562,"RND1/TUBA3E/RASD1/EEF1A2/ARL14/CNGB1",6
"GO:0015485","cholesterol binding","2/110","50/18369",0.0361254032033423,0.233954992174026,0.200998483988521,"SULT2B1/APOD",2
"GO:0061980","regulatory RNA binding","2/110","51/18369",0.0374557853411742,0.23455330380717,0.201512513332786,"ZC3H12A/SOCS3",2
"GO:0019207","kinase regulator activity","4/110","211/18369",0.0381000910522138,0.23455330380717,0.201512513332786,"GPRC5A/DBF4B/SOCS1/SOCS3",4
"GO:0005245","voltage-gated calcium channel activity","2/110","52/18369",0.0388047745269215,0.23455330380717,0.201512513332786,"CACNG2/CACNG6",2
"GO:0015459","potassium channel regulator activity","2/110","53/18369",0.0401721046641777,0.237539401492529,0.204077968774541,"DPP6/ABCC8",2
"GO:0005246","calcium channel regulator activity","2/110","54/18369",0.041557512124632,0.240503048891487,0.206624136431541,"ABCC8/CACNG6",2
"GO:0046873","metal ion transmembrane transporter activity","6/110","435/18369",0.046763082297675,0.264990799686825,0.227662374343944,"SLC8A2/SCNN1B/ABCC8/CACNG2/KCNQ4/CACNG6",6
"GO:0032934","sterol binding","2/110","59/18369",0.048746652596593,0.267214461873271,0.229572796191432,"SULT2B1/APOD",2
"GO:0020037","heme binding","3/110","137/18369",0.0492207444380441,0.267214461873271,0.229572796191432,"CYP7A1/PTGS2/CYP2F1",3
"GO:0016922","nuclear receptor binding","3/110","138/18369",0.0501027116012382,0.267214461873271,0.229572796191432,"NR4A1/NR4A3/NR4A2",3
"GO:0022843","voltage-gated monoatomic cation channel activity","3/110","140/18369",0.051889771051879,0.271423417809829,0.233188849666339,"ABCC8/CACNG2/CACNG6",3
"GO:0015085","calcium ion transmembrane transporter activity","3/110","142/18369",0.0537074768523855,0.27179359485097,0.233506881025214,"SLC8A2/CACNG2/CACNG6",3
"GO:1990841","promoter-specific chromatin binding","2/110","63/18369",0.0547973569027167,0.27179359485097,0.233506881025214,"FOXC1/KLF4",2
"GO:0005432","calcium:sodium antiporter activity","1/110","10/18369",0.0583091883567378,0.27179359485097,0.233506881025214,"SLC8A2",1
"GO:0031419","cobalamin binding","1/110","10/18369",0.0583091883567378,0.27179359485097,0.233506881025214,"TCN1",1
"GO:0050786","RAGE receptor binding","1/110","10/18369",0.0583091883567378,0.27179359485097,0.233506881025214,"S100A12",1
"GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","1/110","11/18369",0.0639514340825812,0.27179359485097,0.233506881025214,"NKX2-1",1
"GO:0002162","dystroglycan binding","1/110","11/18369",0.0639514340825812,0.27179359485097,0.233506881025214,"AGR2",1
"GO:0005221","intracellular cyclic nucleotide activated monoatomic cation channel activity","1/110","11/18369",0.0639514340825812,0.27179359485097,0.233506881025214,"CNGB1",1
"GO:0005536","glucose binding","1/110","11/18369",0.0639514340825812,0.27179359485097,0.233506881025214,"GCK",1
"GO:0008199","ferric iron binding","1/110","11/18369",0.0639514340825812,0.27179359485097,0.233506881025214,"MIOX",1
"GO:0015368","calcium:monoatomic cation antiporter activity","1/110","11/18369",0.0639514340825812,0.27179359485097,0.233506881025214,"SLC8A2",1
"GO:0043855","cyclic nucleotide-gated monoatomic ion channel activity","1/110","11/18369",0.0639514340825812,0.27179359485097,0.233506881025214,"CNGB1",1
"GO:0004032","alditol:NADP+ 1-oxidoreductase activity","1/110","12/18369",0.0695601791665184,0.279511833885595,0.240137875861463,"AKR1B10",1
"GO:0015280","ligand-gated sodium channel activity","1/110","12/18369",0.0695601791665184,0.279511833885595,0.240137875861463,"SCNN1B",1
"GO:0005254","chloride channel activity","2/110","74/18369",0.0726769535611766,0.279511833885595,0.240137875861463,"FXYD3/BEST2",2
"GO:0052650","NADP-retinol dehydrogenase activity","1/110","13/18369",0.0751356207033533,0.279511833885595,0.240137875861463,"AKR1B10",1
"GO:0046332","SMAD binding","2/110","77/18369",0.0778402391306137,0.279511833885595,0.240137875861463,"FOS/MEN1",2
"GO:1901681","sulfur compound binding","4/110","269/18369",0.0783048110042963,0.279511833885595,0.240137875861463,"ADAMTS1/MIOX/P2RX1/CXCL8",4
"GO:0005126","cytokine receptor binding","4/110","270/18369",0.0791329030368084,0.279511833885595,0.240137875861463,"CLCF1/IL6/CXCL8/GH2",4
"GO:0005525","GTP binding","5/110","382/18369",0.0796142262340422,0.279511833885595,0.240137875861463,"RND1/TUBA3E/RASD1/EEF1A2/ARL14",5
"GO:0019855","calcium channel inhibitor activity","1/110","14/18369",0.0806779546389947,0.279511833885595,0.240137875861463,"ABCC8",1
"GO:0089720","caspase binding","1/110","14/18369",0.0806779546389947,0.279511833885595,0.240137875861463,"NLRP7",1
"GO:0030553","cGMP binding","1/110","15/18369",0.0861873757770887,0.279511833885595,0.240137875861463,"CNGB1",1
"GO:0043024","ribosomal small subunit binding","1/110","15/18369",0.0861873757770887,0.279511833885595,0.240137875861463,"PIM1",1
"GO:0046965","nuclear retinoid X receptor binding","1/110","15/18369",0.0861873757770887,0.279511833885595,0.240137875861463,"NR4A2",1
"GO:0070492","oligosaccharide binding","1/110","15/18369",0.0861873757770887,0.279511833885595,0.240137875861463,"ITLN2",1
"GO:0070742","C2H2 zinc finger domain binding","1/110","15/18369",0.0861873757770887,0.279511833885595,0.240137875861463,"EBF1",1
"GO:0099103","channel activator activity","1/110","15/18369",0.0861873757770887,0.279511833885595,0.240137875861463,"ABCC8",1
"GO:0140313","molecular sequestering activity","1/110","15/18369",0.0861873757770887,0.279511833885595,0.240137875861463,"TCN1",1
"GO:0003953","NAD+ nucleosidase activity","1/110","16/18369",0.0916640777856164,0.279511833885595,0.240137875861463,"IL1RL1",1
"GO:0005159","insulin-like growth factor receptor binding","1/110","16/18369",0.0916640777856164,0.279511833885595,0.240137875861463,"SOCS1",1
"GO:0008392","arachidonic acid epoxygenase activity","1/110","16/18369",0.0916640777856164,0.279511833885595,0.240137875861463,"CYP2F1",1
"GO:0050135","NAD(P)+ nucleosidase activity","1/110","16/18369",0.0916640777856164,0.279511833885595,0.240137875861463,"IL1RL1",1
"GO:0061809","NAD+ nucleotidase, cyclic ADP-ribose generating","1/110","16/18369",0.0916640777856164,0.279511833885595,0.240137875861463,"IL1RL1",1
"GO:0005253","monoatomic anion channel activity","2/110","87/18369",0.0958290626891256,0.279511833885595,0.240137875861463,"FXYD3/BEST2",2
"GO:0000400","four-way junction DNA binding","1/110","17/18369",0.0971082532034547,0.279511833885595,0.240137875861463,"MEN1",1
"GO:0030169","low-density lipoprotein particle binding","1/110","17/18369",0.0971082532034547,0.279511833885595,0.240137875861463,"SCARF1",1
"GO:0070628","proteasome binding","1/110","17/18369",0.0971082532034547,0.279511833885595,0.240137875861463,"PSMF1",1
"GO:0008013","beta-catenin binding","2/110","88/18369",0.0976886297837748,0.279511833885595,0.240137875861463,"NR4A2/KLF4",2
"GO:0043178","alcohol binding","2/110","88/18369",0.0976886297837748,0.279511833885595,0.240137875861463,"SULT2B1/APOD",2
"GO:0004708","MAP kinase kinase activity","1/110","18/18369",0.102520093446895,0.279511833885595,0.240137875861463,"SBK2",1
"GO:0008301","DNA binding, bending","1/110","18/18369",0.102520093446895,0.279511833885595,0.240137875861463,"FOXC1",1
"GO:0008391","arachidonic acid monooxygenase activity","1/110","18/18369",0.102520093446895,0.279511833885595,0.240137875861463,"CYP2F1",1
"GO:0045236","CXCR chemokine receptor binding","1/110","18/18369",0.102520093446895,0.279511833885595,0.240137875861463,"CXCL8",1
"GO:0051213","dioxygenase activity","2/110","91/18369",0.103328158789309,0.279511833885595,0.240137875861463,"ALOX12B/PTGS2",2
"GO:0005244","voltage-gated monoatomic ion channel activity","3/110","189/18369",0.104592662866258,0.279511833885595,0.240137875861463,"ABCC8/CACNG2/CACNG6",3
"GO:0022832","voltage-gated channel activity","3/110","189/18369",0.104592662866258,0.279511833885595,0.240137875861463,"ABCC8/CACNG2/CACNG6",3
"GO:0004896","cytokine receptor activity","2/110","92/18369",0.105227661234301,0.279511833885595,0.240137875861463,"IL4R/IL1RL1",2
"GO:0051219","phosphoprotein binding","2/110","92/18369",0.105227661234301,0.279511833885595,0.240137875861463,"SOCS3/MEN1",2
"GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","1/110","19/18369",0.10789978881613,0.279511833885595,0.240137875861463,"FOS",1
"GO:0003746","translation elongation factor activity","1/110","19/18369",0.10789978881613,0.279511833885595,0.240137875861463,"EEF1A2",1
"GO:0030506","ankyrin binding","1/110","19/18369",0.10789978881613,0.279511833885595,0.240137875861463,"FLNC",1
"GO:0030552","cAMP binding","1/110","19/18369",0.10789978881613,0.279511833885595,0.240137875861463,"CNGB1",1
"GO:0001614","purinergic nucleotide receptor activity","1/110","20/18369",0.113247528501701,0.287881567780025,0.247328591513798,"P2RX1",1
"GO:0016502","nucleotide receptor activity","1/110","20/18369",0.113247528501701,0.287881567780025,0.247328591513798,"P2RX1",1
"GO:0005516","calmodulin binding","3/110","200/18369",0.118521945263137,0.291066897837161,0.250065214086105,"MYH11/SLC8A2/CNN1",3
"GO:0019200","carbohydrate kinase activity","1/110","21/18369",0.118563500590906,0.291066897837161,0.250065214086105,"GCK",1
"GO:0035613","RNA stem-loop binding","1/110","21/18369",0.118563500590906,0.291066897837161,0.250065214086105,"ZC3H12A",1
"GO:0005496","steroid binding","2/110","99/18369",0.1187809766909,0.291066897837161,0.250065214086105,"SULT2B1/APOD",2
"GO:0016881","acid-amino acid ligase activity","1/110","22/18369",0.123847892074174,0.29811174021394,0.256117671546032,"TTLL10",1
"GO:0031681","G-protein beta-subunit binding","1/110","22/18369",0.123847892074174,0.29811174021394,0.256117671546032,"RASD1",1
"GO:0008106","alcohol dehydrogenase (NADP+) activity","1/110","23/18369",0.129100888851404,0.302944942328143,0.260270035591516,"AKR1B10",1
"GO:0050699","WW domain binding","1/110","23/18369",0.129100888851404,0.302944942328143,0.260270035591516,"SCNN1B",1
"GO:0003924","GTPase activity","4/110","327/18369",0.133185134544634,0.302944942328143,0.260270035591516,"RND1/RASD1/EEF1A2/ARL14",4
"GO:0003707","nuclear steroid receptor activity","1/110","24/18369",0.134322675738264,0.302944942328143,0.260270035591516,"NR4A3",1
"GO:0008395","steroid hydroxylase activity","1/110","24/18369",0.134322675738264,0.302944942328143,0.260270035591516,"CYP7A1",1
"GO:0019865","immunoglobulin binding","1/110","24/18369",0.134322675738264,0.302944942328143,0.260270035591516,"FCAR",1
"GO:0042974","nuclear retinoic acid receptor binding","1/110","24/18369",0.134322675738264,0.302944942328143,0.260270035591516,"NR4A2",1
"GO:0015108","chloride transmembrane transporter activity","2/110","107/18369",0.134765948609211,0.302944942328143,0.260270035591516,"FXYD3/BEST2",2
"GO:0035255","ionotropic glutamate receptor binding","1/110","25/18369",0.139513436472458,0.308517518052916,0.265057619999022,"CACNG2",1
"GO:0070330","aromatase activity","1/110","25/18369",0.139513436472458,0.308517518052916,0.265057619999022,"CYP2F1",1
"GO:0001221","transcription coregulator binding","2/110","111/18369",0.142931857873542,0.313527946303254,0.269362244889019,"FOS/MYC",2
"GO:0035925","mRNA 3'-UTR AU-rich region binding","1/110","26/18369",0.144673353719952,0.314809217694616,0.270463027585932,"ZC3H12A",1
"GO:0005242","inward rectifier potassium channel activity","1/110","27/18369",0.14980260908117,0.319913737024962,0.274848489239712,"ABCC8",1
"GO:0023026","MHC class II protein complex binding","1/110","27/18369",0.14980260908117,0.319913737024962,0.274848489239712,"HLA-DRB5",1
"GO:0046982","protein heterodimerization activity","4/110","343/18369",0.150547640952923,0.319913737024962,0.274848489239712,"NR4A1/NR4A2/PSMF1/TENM3",4
"GO:0031490","chromatin DNA binding","2/110","118/18369",0.157463211205713,0.327975298072832,0.281774443390745,"CTCFL/KLF4",2
"GO:0005217","intracellular ligand-gated monoatomic ion channel activity","1/110","29/18369",0.159969855255662,0.327975298072832,0.281774443390745,"CNGB1",1
"GO:0005267","potassium channel activity","2/110","121/18369",0.16377474648531,0.327975298072832,0.281774443390745,"ABCC8/KCNQ4",2
"GO:0071813","lipoprotein particle binding","1/110","30/18369",0.165008203997313,0.327975298072832,0.281774443390745,"SCARF1",1
"GO:0071814","protein-lipid complex binding","1/110","30/18369",0.165008203997313,0.327975298072832,0.281774443390745,"SCARF1",1
"GO:0005179","hormone activity","2/110","122/18369",0.165888750070404,0.327975298072832,0.281774443390745,"CALCA/GH2",2
"GO:0005125","cytokine activity","3/110","235/18369",0.166884216547352,0.327975298072832,0.281774443390745,"CLCF1/IL6/CXCL8",3
"GO:0008509","monoatomic anion transmembrane transporter activity","2/110","123/18369",0.168007609027254,0.327975298072832,0.281774443390745,"FXYD3/BEST2",2
"GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","2/110","123/18369",0.168007609027254,0.327975298072832,0.281774443390745,"AKR1B10/MIOX",2
"GO:0004857","enzyme inhibitor activity","4/110","359/18369",0.168731456105795,0.327975298072832,0.281774443390745,"NLRP7/SOCS1/SOCS3/PSMF1",4
"GO:0005154","epidermal growth factor receptor binding","1/110","31/18369",0.170016606721578,0.327975298072832,0.281774443390745,"AGR2",1
"GO:0005231","excitatory extracellular ligand-gated monoatomic ion channel activity","1/110","31/18369",0.170016606721578,0.327975298072832,0.281774443390745,"P2RX1",1
"GO:0051427","hormone receptor binding","1/110","31/18369",0.170016606721578,0.327975298072832,0.281774443390745,"GH2",1
"GO:0005262","calcium channel activity","2/110","126/18369",0.174392002764199,0.334046653182127,0.286990545690527,"CACNG2/CACNG6",2
"GO:0030551","cyclic nucleotide binding","1/110","33/18369",0.179944278546323,0.342271634717481,0.294056899795978,"CNGB1",1
"GO:0019955","cytokine binding","2/110","130/18369",0.182964637842701,0.34440397304113,0.295888862287659,"NLRP7/IL1RL1",2
"GO:0015020","glucuronosyltransferase activity","1/110","34/18369",0.184863897294136,0.34440397304113,0.295888862287659,"UGT2B17",1
"GO:0071889","14-3-3 protein binding","1/110","34/18369",0.184863897294136,0.34440397304113,0.295888862287659,"SIK1",1
"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","2/110","133/18369",0.189434829423694,0.348259435578005,0.299201217872744,"AKR1B10/MIOX",2
"GO:0000217","DNA secondary structure binding","1/110","35/18369",0.189754269331095,0.348259435578005,0.299201217872744,"MEN1",1
"GO:0030295","protein kinase activator activity","2/110","135/18369",0.193765865952813,0.348259435578005,0.299201217872744,"GPRC5A/DBF4B",2
"GO:0000146","microfilament motor activity","1/110","36/18369",0.19461556694065,0.348259435578005,0.299201217872744,"MYH11",1
"GO:0023023","MHC protein complex binding","1/110","36/18369",0.19461556694065,0.348259435578005,0.299201217872744,"HLA-DRB5",1
"GO:0043531","ADP binding","1/110","36/18369",0.19461556694065,0.348259435578005,0.299201217872744,"ABCC8",1
"GO:0070851","growth factor receptor binding","2/110","137/18369",0.198109867765411,0.350958445121253,0.301520026381262,"IL6/AGR2",2
"GO:0017080","sodium channel regulator activity","1/110","37/18369",0.199447961400724,0.350958445121253,0.301520026381262,"FXYD3",1
"GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds","1/110","38/18369",0.204251622989526,0.350958445121253,0.301520026381262,"IL1RL1",1
"GO:0140828","metal cation:monoatomic cation antiporter activity","1/110","38/18369",0.204251622989526,0.350958445121253,0.301520026381262,"SLC8A2",1
"GO:0015103","inorganic anion transmembrane transporter activity","2/110","141/18369",0.206833122380545,0.350958445121253,0.301520026381262,"FXYD3/BEST2",2
"GO:0019209","kinase activator activity","2/110","141/18369",0.206833122380545,0.350958445121253,0.301520026381262,"GPRC5A/DBF4B",2
"GO:0140375","immune receptor activity","2/110","141/18369",0.206833122380545,0.350958445121253,0.301520026381262,"IL4R/IL1RL1",2
"GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","1/110","39/18369",0.209026720991334,0.350958445121253,0.301520026381262,"AKR1B10",1
"GO:0019825","oxygen binding","1/110","39/18369",0.209026720991334,0.350958445121253,0.301520026381262,"CYP2F1",1
"GO:0042605","peptide antigen binding","1/110","39/18369",0.209026720991334,0.350958445121253,0.301520026381262,"HLA-DRB5",1
"GO:0008200","ion channel inhibitor activity","1/110","40/18369",0.213773423702243,0.356726203969387,0.306475299075866,"ABCC8",1
"GO:0004532","exoribonuclease activity","1/110","41/18369",0.218491898435875,0.358010821533483,0.307578956580624,"ZC3H12A",1
"GO:0005272","sodium channel activity","1/110","41/18369",0.218491898435875,0.358010821533483,0.307578956580624,"SCNN1B",1
"GO:0016248","channel inhibitor activity","1/110","41/18369",0.218491898435875,0.358010821533483,0.307578956580624,"ABCC8",1
"GO:0008307","structural constituent of muscle","1/110","42/18369",0.223182311529069,0.363506519376687,0.312300492653346,"MYH11",1
"GO:0030246","carbohydrate binding","3/110","273/18369",0.224656386972619,0.363729388431859,0.312491966841613,"LGALS4/GCK/ITLN2",3
"GO:0004712","protein serine/threonine/tyrosine kinase activity","1/110","45/18369",0.237086829800989,0.378007618019805,0.324758866874601,"SBK2",1
"GO:0035254","glutamate receptor binding","1/110","45/18369",0.237086829800989,0.378007618019805,0.324758866874601,"CACNG2",1
"GO:0015081","sodium ion transmembrane transporter activity","2/110","155/18369",0.237644495152157,0.378007618019805,0.324758866874601,"SLC8A2/SCNN1B",2
"GO:0015079","potassium ion transmembrane transporter activity","2/110","157/18369",0.242070898305522,0.38130864653083,0.327594889821379,"ABCC8/KCNQ4",2
"GO:0001784","phosphotyrosine residue binding","1/110","47/18369",0.246219206511763,0.38130864653083,0.327594889821379,"SOCS3",1
"GO:0001664","G protein-coupled receptor binding","3/110","289/18369",0.250079036059395,0.38130864653083,0.327594889821379,"PROK2/CALCA/CXCL8",3
"GO:0005044","scavenger receptor activity","1/110","48/18369",0.250744688843588,0.38130864653083,0.327594889821379,"SCARF1",1
"GO:0016879","ligase activity, forming carbon-nitrogen bonds","1/110","48/18369",0.250744688843588,0.38130864653083,0.327594889821379,"TTLL10",1
"GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","1/110","48/18369",0.250744688843588,0.38130864653083,0.327594889821379,"AKR1B10",1
"GO:0070888","E-box binding","1/110","48/18369",0.250744688843588,0.38130864653083,0.327594889821379,"MYC",1
"GO:0043021","ribonucleoprotein complex binding","2/110","161/18369",0.250934734297862,0.38130864653083,0.327594889821379,"ZC3H12A/PIM1",2
"GO:0008009","chemokine activity","1/110","49/18369",0.255243247013295,0.383569962362521,0.329537661162847,"CXCL8",1
"GO:0140359","ABC-type transporter activity","1/110","49/18369",0.255243247013295,0.383569962362521,0.329537661162847,"ABCC8",1
"GO:0008201","heparin binding","2/110","168/18369",0.26646725229833,0.398236772665636,0.342138403760725,"ADAMTS1/CXCL8",2
"GO:0008146","sulfotransferase activity","1/110","52/18369",0.26857895915188,0.39918398083797,0.34295218167968,"SULT2B1",1
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","3/110","303/18369",0.272669386947808,0.39918398083797,0.34295218167968,"MYC/VSX2/TFAP2A",3
"GO:0019829","ATPase-coupled monoatomic cation transmembrane transporter activity","1/110","53/18369",0.272971398661259,0.39918398083797,0.34295218167968,"ABCC8",1
"GO:0050661","NADP binding","1/110","53/18369",0.272971398661259,0.39918398083797,0.34295218167968,"FMO1",1
"GO:0004866","endopeptidase inhibitor activity","2/110","173/18369",0.277564843591775,0.403730681588037,0.346858402912322,"NLRP7/PSMF1",2
"GO:0001217","DNA-binding transcription repressor activity","3/110","308/18369",0.280795080496852,0.40537788046777,0.348273566036551,"MYC/VSX2/TFAP2A",3
"GO:0004601","peroxidase activity","1/110","55/18369",0.281678012530913,0.40537788046777,0.348273566036551,"PTGS2",1
"GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","1/110","57/18369",0.290281295978183,0.415560592137188,0.357021870953776,"PTGS2",1
"GO:0030414","peptidase inhibitor activity","2/110","180/18369",0.293084950638717,0.417271472894427,0.358491745288556,"NLRP7/PSMF1",2
"GO:0045309","protein phosphorylated amino acid binding","1/110","58/18369",0.294544569101949,0.417271472894427,0.358491745288556,"SOCS3",1
"GO:0061135","endopeptidase regulator activity","2/110","187/18369",0.308563517472489,0.434866718924959,0.373608404029957,"NLRP7/PSMF1",2
